10	10	20	n
1.517119	0.678045	0.789156	-0.171790	1.546062	-0.276657	0.268777	0.142355	1.024608	1.969269
0.371927	1.069168	1.767049	1.459236	2.794410	2.287174	1.933846	2.585960	2.261965	4.266240
9.068981	11.758764	8.079229	4.974466	7.667079	8.860317	4.658316	6.795910	5.187476	7.588079
27.501552	28.030712	28.091240	23.700620	26.239844	25.181523	30.704853	24.229781	30.254692	26.026833
109.548104	104.875097	112.243904	104.211020	105.692829	110.996058	98.929185	104.943567	102.416712	101.885713
418.963042	416.055831	418.794097	408.426297	427.686927	411.249746	427.074606	423.948282	425.877330	411.063235
1657.349421	1659.230729	1654.687560	1678.109352	1675.264917	1675.116956	1664.876205	1684.175490	1674.697704	1654.339460
6679.567071	6650.910271	6631.252646	6683.126680	6686.391776	6691.487532	6641.145297	6662.418855	6649.168143	6700.615787
26611.315923	26712.815686	26749.701314	26604.266376	26650.631172	26661.574024	26603.002963	26620.790781	26634.327175	26687.306618
106546.941792	106582.922463	106578.266004	106560.569637	106675.601483	106576.531341	106588.708596	106588.708596	106667.212935	106475.923688
